tfclass:id	tfclass:superclass	tfclass:class	tfclass:family	tfclass:subfamily	curated:uniprot_ac	tfclass:source	curated:uniprot_id	auto:protein_name	auto:gene_symbol	auto:gene_synonyms	auto:hgnc	auto:mgi	auto:entrez	GRECO_dbTF
1.1.1.2.1	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	NFE2	Q16621	http://tfclass.bioinf.med.uni-goettingen.de/	NFE2_HUMAN	Transcription factor NF-E2 45 kDa subunit (Leucine zipper protein NF-E2) (Nuclear factor, erythroid-derived 2 45 kDa subunit) (p45 NF-E2)	NFE2		7780;		4778;	yes
1.1.1.2.1	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	NFE2	Q07279	http://tfclass.bioinf.med.uni-goettingen.de/	NFE2_MOUSE	Transcription factor NF-E2 45 kDa subunit (Leucine zipper protein NF-E2) (Nuclear factor, erythroid-derived 2 45 kDa subunit) (p45 NF-E2)	Nfe2			97308;	18022;	yes
1.1.1.2.2	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	NFE2	Q14494	http://tfclass.bioinf.med.uni-goettingen.de/	NF2L1_HUMAN	Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) (Protein NRF1, p120 form) (Transcription factor 11) (TCF-11) [Cleaved into: Transcription factor NRF1 (Protein NRF1, p110 form)]	NFE2L1	HBZ17 NRF1 TCF11	7781;		4779;	yes
1.1.1.2.2	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	NFE2	Q61985	http://tfclass.bioinf.med.uni-goettingen.de/	NF2L1_MOUSE	Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]	Nfe2l1	Nrf1		99421;	18023;	yes
1.1.1.2.3	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	NFE2	Q16236	http://tfclass.bioinf.med.uni-goettingen.de/	NF2L2_HUMAN	Nuclear factor erythroid 2-related factor 2 (NF-E2-related factor 2) (NFE2-related factor 2) (Nrf-2) (HEBP1) (Nuclear factor, erythroid derived 2, like 2)	NFE2L2	NRF2	7782;		4780;	yes
1.1.1.2.3	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	NFE2	Q60795	http://tfclass.bioinf.med.uni-goettingen.de/	NF2L2_MOUSE	Nuclear factor erythroid 2-related factor 2 (NF-E2-related factor 2) (NFE2-related factor 2) (Nuclear factor, erythroid derived 2, like 2)	Nfe2l2	Nrf2		108420;	18024;	yes
1.1.1.2.4	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	NFE2	Q9Y4A8	http://tfclass.bioinf.med.uni-goettingen.de/	NF2L3_HUMAN	Nuclear factor erythroid 2-related factor 3 (NF-E2-related factor 3) (NFE2-related factor 3) (Nuclear factor, erythroid derived 2, like 3)	NFE2L3	NRF3	7783;		9603;	yes
1.1.1.2.4	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	NFE2	Q9WTM4	http://tfclass.bioinf.med.uni-goettingen.de/	NF2L3_MOUSE	Nuclear factor erythroid 2-related factor 3 (NF-E2-related factor 3) (NFE2-related factor 3) (Nuclear factor, erythroid derived 2, like 3)	Nfe2l3	Nrf3		1339958;	18025;	yes
1.1.1.2.5	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	NFE2	O14867	http://tfclass.bioinf.med.uni-goettingen.de/	BACH1_HUMAN	Transcription regulator protein BACH1 (BTB and CNC homolog 1) (HA2303)	BACH1		935;		571;	yes
1.1.1.2.5	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	NFE2	P97302	http://tfclass.bioinf.med.uni-goettingen.de/	BACH1_MOUSE	Transcription regulator protein BACH1 (BTB and CNC homolog 1)	Bach1			894680;	12013;	yes
1.1.1.2.6	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	NFE2	Q9BYV9	http://tfclass.bioinf.med.uni-goettingen.de/	BACH2_HUMAN	Transcription regulator protein BACH2 (BTB and CNC homolog 2)	BACH2		14078;		60468;	yes
1.1.1.2.6	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	NFE2	P97303	http://tfclass.bioinf.med.uni-goettingen.de/	BACH2_MOUSE	Transcription regulator protein BACH2 (BTB and CNC homolog 2)	Bach2			894679;	12014;	yes
1.1.1.3.1	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	ATF2	P15336	http://tfclass.bioinf.med.uni-goettingen.de/	ATF2_HUMAN	Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (Activating transcription factor 2) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (HB16) (cAMP response element-binding protein CRE-BP1)	ATF2	CREB2 CREBP1	784;		1386;	yes
1.1.1.3.1	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	ATF2	P16951	http://tfclass.bioinf.med.uni-goettingen.de/	ATF2_MOUSE	Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (Activating transcription factor 2) (MXBP protein) (cAMP response element-binding protein CRE-BP1)	Atf2			109349;	11909;	yes
1.1.1.3.2	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	ATF2	P17544	http://tfclass.bioinf.med.uni-goettingen.de/	ATF7_HUMAN	Cyclic AMP-dependent transcription factor ATF-7 (cAMP-dependent transcription factor ATF-7) (Activating transcription factor 7) (Transcription factor ATF-A)	ATF7	ATFA	792;		11016;	yes
1.1.1.3.2	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	ATF2	Q8R0S1	http://tfclass.bioinf.med.uni-goettingen.de/	ATF7_MOUSE	Cyclic AMP-dependent transcription factor ATF-7 (cAMP-dependent transcription factor ATF-7) (Activating transcription factor 7) (Transcription factor ATF-A)	Atf7			2443472;		yes
1.1.1.3.3	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	ATF2	Q02930	http://tfclass.bioinf.med.uni-goettingen.de/	CREB5_HUMAN	Cyclic AMP-responsive element-binding protein 5 (CREB-5) (cAMP-responsive element-binding protein 5) (cAMP-response element-binding protein A) (CRE-BPa)	CREB5	CREBPA	16844;		9586;	yes
1.1.1.3.3	Basic domains	Basic leucine zipper factors (bZIP)	Jun-related	ATF2	Q8K1L0	http://tfclass.bioinf.med.uni-goettingen.de/	CREB5_MOUSE	Cyclic AMP-responsive element-binding protein 5 (CREB-5) (cAMP-responsive element-binding protein 5) (CRE-BPa)	Creb5			2443973;	231991;	yes
1.1.2.1.1	Basic domains	Basic leucine zipper factors (bZIP)	Fos-related	Fos	P01100	http://tfclass.bioinf.med.uni-goettingen.de/	FOS_HUMAN	Proto-oncogene c-Fos (Cellular oncogene fos) (G0/G1 switch regulatory protein 7)	FOS	G0S7	3796;		2353;	yes
1.1.2.1.1	Basic domains	Basic leucine zipper factors (bZIP)	Fos-related	Fos	P01101	http://tfclass.bioinf.med.uni-goettingen.de/	FOS_MOUSE	Proto-oncogene c-Fos (Cellular oncogene fos)	Fos			95574;	14281;	yes
1.1.2.1.2	Basic domains	Basic leucine zipper factors (bZIP)	Fos-related	Fos	P53539	http://tfclass.bioinf.med.uni-goettingen.de/	FOSB_HUMAN	Protein fosB (G0/G1 switch regulatory protein 3)	FOSB	G0S3	3797;		2354;	yes
1.1.2.1.2	Basic domains	Basic leucine zipper factors (bZIP)	Fos-related	Fos	P13346	http://tfclass.bioinf.med.uni-goettingen.de/	FOSB_MOUSE	Protein fosB	Fosb			95575;	14282;	yes
1.1.2.1.3	Basic domains	Basic leucine zipper factors (bZIP)	Fos-related	Fos	P15407	http://tfclass.bioinf.med.uni-goettingen.de/	FOSL1_HUMAN	Fos-related antigen 1 (FRA-1)	FOSL1	FRA1	13718;		8061;	yes
1.1.2.1.3	Basic domains	Basic leucine zipper factors (bZIP)	Fos-related	Fos	P48755	http://tfclass.bioinf.med.uni-goettingen.de/	FOSL1_MOUSE	Fos-related antigen 1 (FRA-1)	Fosl1	Fra1		107179;	14283;	yes
1.1.2.1.4	Basic domains	Basic leucine zipper factors (bZIP)	Fos-related	Fos	P15408	http://tfclass.bioinf.med.uni-goettingen.de/	FOSL2_HUMAN	Fos-related antigen 2 (FRA-2)	FOSL2	FRA2	3798;		2355;	yes
1.1.2.1.4	Basic domains	Basic leucine zipper factors (bZIP)	Fos-related	Fos	P47930	http://tfclass.bioinf.med.uni-goettingen.de/	FOSL2_MOUSE	Fos-related antigen 2 (FRA-2)	Fosl2	Fra-2 Fra2		102858;	14284;	yes
1.1.2.2.1	Basic domains	Basic leucine zipper factors (bZIP)	Fos-related	ATF3-like	P18847	http://tfclass.bioinf.med.uni-goettingen.de/	ATF3_HUMAN	Cyclic AMP-dependent transcription factor ATF-3 (cAMP-dependent transcription factor ATF-3) (Activating transcription factor 3)	ATF3		785;		467;	yes
1.1.2.2.1	Basic domains	Basic leucine zipper factors (bZIP)	Fos-related	ATF3-like	Q60765	http://tfclass.bioinf.med.uni-goettingen.de/	ATF3_MOUSE	Cyclic AMP-dependent transcription factor ATF-3 (cAMP-dependent transcription factor ATF-3) (Activating transcription factor 3) (Transcription factor LRG-21)	Atf3			109384;	11910;	yes
1.1.2.2.2	Basic domains	Basic leucine zipper factors (bZIP)	Fos-related	ATF3-like	Q8WYK2	http://tfclass.bioinf.med.uni-goettingen.de/	JDP2_HUMAN	Jun dimerization protein 2	JDP2		17546;		122953;	yes
1.1.2.2.2	Basic domains	Basic leucine zipper factors (bZIP)	Fos-related	ATF3-like	P97875	http://tfclass.bioinf.med.uni-goettingen.de/	JDP2_MOUSE	Jun dimerization protein 2	Jdp2	Jundm2		1932093;	81703;	yes
1.1.3.1.1	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Large MAF	O75444	http://tfclass.bioinf.med.uni-goettingen.de/	MAF_HUMAN	Transcription factor Maf (Proto-oncogene c-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog)	MAF		6776;		4094;	yes
1.1.3.1.1	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Large MAF	P54843	http://tfclass.bioinf.med.uni-goettingen.de/	MAF_MOUSE	Transcription factor Maf (Proto-oncogene c-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog)	Maf	Maf2		96909;	17132;	yes
1.1.3.1.2	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Large MAF	Q8NHW3	http://tfclass.bioinf.med.uni-goettingen.de/	MAFA_HUMAN	Transcription factor MafA (Pancreatic beta-cell-specific transcriptional activator) (RIPE3b1 factor) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog A)	MAFA		23145;		389692;	yes
1.1.3.1.2	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Large MAF	Q8CF90	http://tfclass.bioinf.med.uni-goettingen.de/	MAFA_MOUSE	Transcription factor MafA (Pancreatic beta-cell-specific transcriptional activator) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog A)	Mafa			2673307;	378435;	yes
1.1.3.1.3	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Large MAF	Q9Y5Q3	http://tfclass.bioinf.med.uni-goettingen.de/	MAFB_HUMAN	Transcription factor MafB (Maf-B) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B)	MAFB	KRML	6408;		9935;	yes
1.1.3.1.3	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Large MAF	P54841	http://tfclass.bioinf.med.uni-goettingen.de/	MAFB_MOUSE	Transcription factor MafB (Maf-B) (Kreisler) (Segmentation protein Kr) (Transcription factor Maf-1) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B)	Mafb	Krml Maf1		104555;	16658;	yes
1.1.3.1.4	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Large MAF	P54845	http://tfclass.bioinf.med.uni-goettingen.de/	NRL_HUMAN	Neural retina-specific leucine zipper protein (NRL)	NRL	D14S46E	8002;		4901;	yes
1.1.3.1.4	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Large MAF	P54846	http://tfclass.bioinf.med.uni-goettingen.de/	NRL_MOUSE	Neural retina-specific leucine zipper protein (NRL)	Nrl			102567;	18185;	yes
1.1.3.2.1	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Small MAF	Q9ULX9	http://tfclass.bioinf.med.uni-goettingen.de/	MAFF_HUMAN	Transcription factor MafF (U-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog F)	MAFF		6780;		23764;	yes
1.1.3.2.1	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Small MAF	O54791	http://tfclass.bioinf.med.uni-goettingen.de/	MAFF_MOUSE	Transcription factor MafF (V-maf musculoaponeurotic fibrosarcoma oncogene homolog F)	Maff			96910;	17133;	yes
1.1.3.2.2	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Small MAF	O15525	http://genexplain.com/tfclass/huTF_classification.html	MAFG_HUMAN	Transcription factor MafG (V-maf musculoaponeurotic fibrosarcoma oncogene homolog G) (hMAF)	MAFG		6781;		4097;	yes
1.1.3.2.2	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Small MAF	O54790	http://genexplain.com/tfclass/huTF_classification.html	MAFG_MOUSE	Transcription factor MafG (V-maf musculoaponeurotic fibrosarcoma oncogene homolog G)	Mafg			96911;	17134;	yes
1.1.3.2.3	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Small MAF	O60675	http://tfclass.bioinf.med.uni-goettingen.de/	MAFK_HUMAN	Transcription factor MafK (Erythroid transcription factor NF-E2 p18 subunit)	MAFK		6782;		7975;	yes
1.1.3.2.3	Basic domains	Basic leucine zipper factors (bZIP)	Maf-related	Small MAF	Q61827	http://tfclass.bioinf.med.uni-goettingen.de/	MAFK_MOUSE	Transcription factor MafK (Erythroid transcription factor NF-E2 p18 subunit)	Mafk	Nfe2u		99951;	17135;	yes
1.1.4.0.1	Basic domains	Basic leucine zipper factors (bZIP)	B-ATF-related		Q16520	http://tfclass.bioinf.med.uni-goettingen.de/	BATF_HUMAN	Basic leucine zipper transcriptional factor ATF-like (B-cell-activating transcription factor) (B-ATF) (SF-HT-activated gene 2 protein) (SFA-2)	BATF		958;		10538;	yes
1.1.4.0.1	Basic domains	Basic leucine zipper factors (bZIP)	B-ATF-related		O35284	http://tfclass.bioinf.med.uni-goettingen.de/	BATF_MOUSE	Basic leucine zipper transcriptional factor ATF-like (B-cell-activating transcription factor) (B-ATF)	Batf			1859147;	53314;	yes
1.1.4.0.2	Basic domains	Basic leucine zipper factors (bZIP)	B-ATF-related		Q8N1L9	http://tfclass.bioinf.med.uni-goettingen.de/	BATF2_HUMAN	Basic leucine zipper transcriptional factor ATF-like 2 (B-ATF-2) (Suppressor of AP-1 regulated by IFN) (SARI)	BATF2		25163;		116071;	yes
1.1.4.0.2	Basic domains	Basic leucine zipper factors (bZIP)	B-ATF-related		Q8R1H8	http://tfclass.bioinf.med.uni-goettingen.de/	BATF2_MOUSE	Basic leucine zipper transcriptional factor ATF-like 2 (B-ATF-2)	Batf2			1921731;	74481;	yes
1.1.4.0.3	Basic domains	Basic leucine zipper factors (bZIP)	B-ATF-related		Q9NR55	http://tfclass.bioinf.med.uni-goettingen.de/	BATF3_HUMAN	Basic leucine zipper transcriptional factor ATF-like 3 (B-ATF-3) (21 kDa small nuclear factor isolated from T-cells) (Jun dimerization protein p21SNFT)	BATF3	SNFT	28915;		55509;	yes
1.1.4.0.3	Basic domains	Basic leucine zipper factors (bZIP)	B-ATF-related		Q9D275	http://tfclass.bioinf.med.uni-goettingen.de/	BATF3_MOUSE	Basic leucine zipper transcriptional factor ATF-like 3 (B-ATF-3)	Batf3			1925491;	381319;	yes
1.1.5.0.1	Basic domains	Basic leucine zipper factors (bZIP)	XBP1-related		P17861	http://tfclass.bioinf.med.uni-goettingen.de/	XBP1_HUMAN	X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]	XBP1	TREB5 XBP2	12801;		7494;	yes
1.1.5.0.1	Basic domains	Basic leucine zipper factors (bZIP)	XBP1-related		O35426	http://tfclass.bioinf.med.uni-goettingen.de/	XBP1_MOUSE	X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]	Xbp1	Treb5		98970;	22433;	yes
1.1.6.0.1	Basic domains	Basic leucine zipper factors (bZIP)	ATF4-related		P18848	http://tfclass.bioinf.med.uni-goettingen.de/	ATF4_HUMAN	Cyclic AMP-dependent transcription factor ATF-4 (cAMP-dependent transcription factor ATF-4) (Activating transcription factor 4) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (Tax-responsive enhancer element-binding protein 67) (TaxREB67)	ATF4	CREB2 TXREB	786;		468;	yes
1.1.6.0.1	Basic domains	Basic leucine zipper factors (bZIP)	ATF4-related		Q06507	http://tfclass.bioinf.med.uni-goettingen.de/	ATF4_MOUSE	Cyclic AMP-dependent transcription factor ATF-4 (cAMP-dependent transcription factor ATF-4) (Activating transcription factor 4) (C/EBP-related ATF) (C/ATF) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2)	Atf4	Creb2		88096;	11911;	yes
1.1.6.0.2	Basic domains	Basic leucine zipper factors (bZIP)	ATF4-related		Q9Y2D1	http://tfclass.bioinf.med.uni-goettingen.de/	ATF5_HUMAN	Cyclic AMP-dependent transcription factor ATF-5 (cAMP-dependent transcription factor ATF-5) (Activating transcription factor 5) (Transcription factor ATFx)	ATF5	ATFX	790;		22809;	yes
1.1.6.0.2	Basic domains	Basic leucine zipper factors (bZIP)	ATF4-related		O70191	http://tfclass.bioinf.med.uni-goettingen.de/	ATF5_MOUSE	Cyclic AMP-dependent transcription factor ATF-5 (cAMP-dependent transcription factor ATF-5) (Activating transcription factor 5-alpha/beta) (BZIP protein ATF7) (NAP1) (NRIF3-associated protein) (Transcription factor ATFx) (Transcription factor-like protein ODA-10)	Atf5	Atfx Nap1		2141857;	107503;	yes
1.1.7.1.1	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB-like	P16220	http://tfclass.bioinf.med.uni-goettingen.de/	CREB1_HUMAN	Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1)	CREB1		2345;		1385;	yes
1.1.7.1.1	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB-like	Q01147	http://tfclass.bioinf.med.uni-goettingen.de/	CREB1_MOUSE	Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1)	Creb1	Creb-1		88494;	12912;	yes
1.1.7.1.2	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB-like	P18846	http://tfclass.bioinf.med.uni-goettingen.de/	ATF1_HUMAN	Cyclic AMP-dependent transcription factor ATF-1 (cAMP-dependent transcription factor ATF-1) (Activating transcription factor 1) (Protein TREB36)	ATF1		783;		466;	yes
1.1.7.1.2	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB-like	P81269	http://tfclass.bioinf.med.uni-goettingen.de/	ATF1_MOUSE	Cyclic AMP-dependent transcription factor ATF-1 (cAMP-dependent transcription factor ATF-1) (Activating transcription factor 1) (TCR-ATF1)	Atf1			1298366;	11908;	yes
1.1.7.1.3	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB-like	Q03060	http://tfclass.bioinf.med.uni-goettingen.de/	CREM_HUMAN	cAMP-responsive element modulator (Inducible cAMP early repressor) (ICER)	CREM		2352;		1390;	yes
1.1.7.1.3	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB-like	P27699	http://tfclass.bioinf.med.uni-goettingen.de/	CREM_MOUSE	cAMP-responsive element modulator (Inducible cAMP early repressor) (ICER)	Crem			88495;	12916;	yes
1.1.7.2.1	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB3-like	O43889	http://tfclass.bioinf.med.uni-goettingen.de/	CREB3_HUMAN	Cyclic AMP-responsive element-binding protein 3 (CREB-3) (cAMP-responsive element-binding protein 3) (Leucine zipper protein) (Luman) (Transcription factor LZIP-alpha) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3 (N-terminal Luman) (Transcriptionally active form)]	CREB3	LZIP	2347;		10488;	yes
1.1.7.2.1	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB3-like	Q61817	http://tfclass.bioinf.med.uni-goettingen.de/	CREB3_MOUSE	Cyclic AMP-responsive element-binding protein 3 (CREB-3) (cAMP-responsive element-binding protein 3) (Transcription factor LZIP) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3]	Creb3	Lzip		99946;		yes
1.1.7.2.2	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB3-like	Q96BA8	http://tfclass.bioinf.med.uni-goettingen.de/	CR3L1_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 1 (cAMP-responsive element-binding protein 3-like protein 1) (Old astrocyte specifically-induced substance) (OASIS) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 1]	CREB3L1	OASIS	18856;		90993;	yes
1.1.7.2.2	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB3-like	Q9Z125	http://tfclass.bioinf.med.uni-goettingen.de/	CR3L1_MOUSE	Cyclic AMP-responsive element-binding protein 3-like protein 1 (cAMP-responsive element-binding protein 3-like protein 1) (Old astrocyte specifically-induced substance) (OASIS) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 1 (Oasis N-terminal fragment) (OA-N)]	Creb3l1	Oasis		1347062;	26427;	yes
1.1.7.2.3	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB3-like	Q70SY1	http://tfclass.bioinf.med.uni-goettingen.de/	CR3L2_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 2 (cAMP-responsive element-binding protein 3-like protein 2) (BBF2 human homolog on chromosome 7) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 2]	CREB3L2	BBF2H7	23720;		64764;	yes
1.1.7.2.3	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB3-like	Q8BH52	http://tfclass.bioinf.med.uni-goettingen.de/	CR3L2_MOUSE	Cyclic AMP-responsive element-binding protein 3-like protein 2 (cAMP-responsive element-binding protein 3-like protein 2) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 2]	Creb3l2	Bbf2h7		2442695;	208647;	yes
1.1.7.2.4	Basic domains	Basic leucine zipper factors (bZIP)	CREB-related	CREB3-like	Q68CJ9	http://tfclass.bioinf.med.uni-goettingen.de/	CR3L3_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 3 (cAMP-responsive element-binding protein 3-like protein 3) (Transcription factor CREB-H) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 3]	CREB3L3	CREBH	18855;		84699;	yes
